Timestamp,link_21_mean,link_21_std,link_21_median,link_21_min,link_21_max,label
2017-01-01 00:00:00,163.20000000000002,32.73163607276606,160.2,126.0,205.2,0.0
2017-01-01 03:00:00,175.79999999999998,41.82305584244174,174.6,122.4,234.0,0.0
2017-01-01 06:00:00,358.8,61.96463507517816,363.6,262.8,424.8,0.0
2017-01-01 09:00:00,462.59999999999997,15.567658783516558,462.6,446.4,478.8,0.0
2017-01-01 12:00:00,390.59999999999997,30.610586404053116,394.2,345.6,424.8,0.0
2017-01-01 15:00:00,336.59999999999997,17.599545448675663,342.0,302.4,349.2,0.0
2017-01-01 18:00:00,381.0,20.794999398893985,387.0,352.8,399.6,0.0
2017-01-01 21:00:00,324.6,56.02213848113978,333.0,248.4,396.0,0.0
2017-01-02 00:00:00,171.6,37.11086094393391,160.2,133.2,234.0,0.0
2017-01-02 03:00:00,178.20000000000002,44.77624370132001,169.2,126.0,252.0,0.0
2017-01-02 06:00:00,341.40000000000003,49.64433502425029,329.4,277.2,417.6,0.0
2017-01-02 09:00:00,432.59999999999997,20.544196260744766,435.6,396.0,457.2,0.0
2017-01-02 12:00:00,372.0,36.54783167302817,381.6,313.2,410.4,0.0
2017-01-02 15:00:00,357.0,12.348927078900422,352.8,342.0,378.0,0.0
2017-01-02 18:00:00,398.40000000000003,20.322204604815887,401.4,367.2,424.8,0.0
2017-01-02 21:00:00,327.6,49.51799672846227,329.4,255.6,381.6,0.0
2017-01-03 00:00:00,170.4,36.405713837253636,160.2,133.2,230.4,0.0
2017-01-03 03:00:00,189.0,43.244976586882316,185.39999999999998,136.8,252.0,0.0
2017-01-03 06:00:00,361.8,59.926755293441296,354.6,273.6,446.4,0.0
2017-01-03 09:00:00,439.79999999999995,17.697457444503172,446.4,410.4,460.8,0.0
2017-01-03 12:00:00,398.40000000000003,30.177077393279806,399.6,352.8,432.0,0.0
2017-01-03 15:00:00,370.8,13.469966592386172,369.0,356.4,392.4,0.0
2017-01-03 18:00:00,397.8,22.04540768504862,390.6,374.4,424.8,0.0
2017-01-03 21:00:00,328.8,53.76749947691447,343.8,259.2,385.2,0.0
2017-01-04 00:00:00,170.4,38.14414765072093,160.2,133.2,234.0,0.0
2017-01-04 03:00:00,190.79999999999998,49.883063257983665,185.39999999999998,136.8,262.8,0.0
2017-01-04 06:00:00,363.59999999999997,55.49140473983334,376.20000000000005,291.6,417.6,0.0
2017-01-04 09:00:00,421.8,21.287742952224868,415.8,406.8,464.4,0.0
2017-01-04 12:00:00,366.0,18.729228494521585,369.0,334.8,385.2,0.0
2017-01-04 15:00:00,356.40000000000003,17.189764396291185,356.4,338.4,374.4,0.0
2017-01-04 18:00:00,389.40000000000003,14.828620974318564,385.2,374.4,406.8,0.0
2017-01-04 21:00:00,333.0,38.756470427529905,342.0,273.6,374.4,0.0
2017-01-05 00:00:00,177.0,31.086717420789242,172.8,147.6,230.4,0.0
2017-01-05 03:00:00,204.6,55.27690295231816,190.8,147.6,291.6,0.0
2017-01-05 06:00:00,415.8,52.84770572125148,423.0,334.8,482.4,0.0
2017-01-05 09:00:00,490.8,32.25299986047809,489.6,457.2,540.0,0.0
2017-01-05 12:00:00,405.0,35.32772282499963,396.0,356.4,446.4,0.0
2017-01-05 15:00:00,370.8,9.924515101504955,370.8,356.4,381.6,0.0
2017-01-05 18:00:00,394.8,11.076461528845766,397.8,378.0,406.8,0.0
2017-01-05 21:00:00,320.4,41.423471607290466,325.79999999999995,255.6,370.8,0.0
2017-01-06 00:00:00,202.79999999999998,36.75997823720791,207.0,158.4,255.6,0.0
2017-01-06 03:00:00,164.4,15.883576423463323,163.8,144.0,187.2,0.0
2017-01-06 06:00:00,301.2,53.52591895521275,297.0,234.0,381.6,0.0
2017-01-06 09:00:00,407.40000000000003,12.761818052299608,408.6,392.4,428.4,0.0
2017-01-06 12:00:00,396.59999999999997,17.40206884252558,392.4,381.6,428.4,0.0
2017-01-06 15:00:00,371.40000000000003,16.640673063310857,370.8,352.8,396.0,0.0
2017-01-06 18:00:00,369.0,20.711735803645244,370.8,345.6,403.2,0.0
2017-01-06 21:00:00,283.2,35.17453624427764,288.0,234.0,320.4,0.0
2017-01-07 00:00:00,187.20000000000002,23.441501658383576,187.2,154.8,219.6,0.0
2017-01-07 03:00:00,159.6,12.401290255453251,158.39999999999998,147.6,176.4,0.0
2017-01-07 06:00:00,245.4,50.62663330698575,244.8,187.2,313.2,0.0
2017-01-07 09:00:00,370.8,28.528722368868877,370.8,327.6,414.0,0.0
2017-01-07 12:00:00,367.2,17.488739234147214,376.2,338.4,381.6,0.0
