Timestamp,link_21_mean,link_21_std,link_21_median,link_21_min,link_21_max,label
2017-01-01 00:00:00,181.79999999999998,39.02307009962183,174.6,140.4,241.2,0.0
2017-01-01 03:00:00,193.79999999999998,39.26586303648501,185.4,151.2,255.6,0.0
2017-01-01 06:00:00,384.59999999999997,64.25436950122537,399.6,280.8,457.2,0.0
2017-01-01 09:00:00,487.2,20.19425660924411,482.4,468.0,511.2,0.0
2017-01-01 12:00:00,420.59999999999997,36.31660777110111,426.6,378.0,478.8,0.0
2017-01-01 15:00:00,347.40000000000003,11.095945205344155,345.6,334.8,367.2,0.0
2017-01-01 18:00:00,400.8,20.9502267290834,410.4,374.4,421.2,0.0
2017-01-01 21:00:00,349.2,44.090815370097204,352.79999999999995,280.8,403.2,0.0
2017-01-02 00:00:00,185.4,36.05395956063634,176.39999999999998,147.6,244.8,0.0
2017-01-02 03:00:00,198.6,47.18152180674124,194.4,147.6,273.6,0.0
2017-01-02 06:00:00,378.0,59.11020216510852,388.79999999999995,284.4,446.4,0.0
2017-01-02 09:00:00,468.59999999999997,16.484174228635165,471.6,442.8,493.2,0.0
2017-01-02 12:00:00,413.40000000000003,37.163207611830295,405.0,370.8,457.2,0.0
2017-01-02 15:00:00,364.8,14.339874476438077,360.0,352.8,392.4,0.0
2017-01-02 18:00:00,416.40000000000003,22.73042014569905,423.0,385.2,439.2,0.0
2017-01-02 21:00:00,352.2,55.27690295231818,351.0,280.8,424.8,0.0
2017-01-03 00:00:00,189.0,38.353096354792534,172.8,154.8,248.4,0.0
2017-01-03 03:00:00,205.19999999999996,46.43860463019964,201.6,147.6,270.0,0.0
2017-01-03 06:00:00,388.8,60.539970267584394,399.6,306.0,460.8,0.0
2017-01-03 09:00:00,481.8,26.101034462258397,478.79999999999995,453.6,529.2,0.0
2017-01-03 12:00:00,429.59999999999997,28.498421008890993,421.2,388.8,464.4,0.0
2017-01-03 15:00:00,376.2,14.88677265225745,376.2,356.4,396.0,0.0
2017-01-03 18:00:00,426.0,24.27443099230133,419.4,399.6,457.2,0.0
2017-01-03 21:00:00,351.0,46.81384410620431,354.6,277.2,403.2,0.0
2017-01-04 00:00:00,193.20000000000002,43.05977240998842,187.2,151.2,259.2,0.0
2017-01-04 03:00:00,202.79999999999998,43.41944264957808,203.39999999999998,151.2,262.8,0.0
2017-01-04 06:00:00,388.8,45.25129832391551,388.8,324.0,446.4,0.0
2017-01-04 09:00:00,462.59999999999997,24.389833947774232,468.0,428.4,493.2,0.0
2017-01-04 12:00:00,397.8,36.765853723257926,378.0,370.8,460.8,0.0
2017-01-04 15:00:00,377.40000000000003,18.694598150267886,381.6,352.8,396.0,0.0
2017-01-04 18:00:00,406.2,26.49528259898353,408.6,363.6,446.4,0.0
2017-01-04 21:00:00,344.40000000000003,46.139960988279995,338.4,284.4,414.0,0.0
2017-01-05 00:00:00,199.79999999999998,37.186449144816166,192.6,154.8,252.0,0.0
2017-01-05 03:00:00,225.6,56.63186382241008,212.39999999999998,162.0,313.2,0.0
2017-01-05 06:00:00,450.6000000000001,64.69658414475994,451.8,345.6,529.2,0.0
2017-01-05 09:00:00,547.8,36.81282385256526,554.4,478.8,590.4,0.0
2017-01-05 12:00:00,445.79999999999995,49.48745295526935,435.6,385.2,514.8,0.0
2017-01-05 15:00:00,401.40000000000003,19.41998970133611,408.6,370.8,417.6,0.0
2017-01-05 18:00:00,397.2,10.097128304622066,397.79999999999995,381.6,406.8,0.0
2017-01-05 21:00:00,336.59999999999997,38.48802411140381,343.79999999999995,280.8,381.6,0.0
2017-01-06 00:00:00,220.20000000000002,38.73417096053559,207.0,187.2,284.4,0.0
2017-01-06 03:00:00,188.4,28.67974895287614,176.39999999999998,162.0,234.0,0.0
2017-01-06 06:00:00,330.0,60.00959923212286,329.4,259.2,414.0,0.0
2017-01-06 09:00:00,435.0,19.903366549405675,433.79999999999995,410.4,460.8,0.0
2017-01-06 12:00:00,425.40000000000003,10.287856919689364,426.6,410.4,439.2,0.0
2017-01-06 15:00:00,415.8,25.019352509607458,419.4,388.8,442.8,0.0
2017-01-06 18:00:00,390.59999999999997,26.233108851220834,394.2,349.2,424.8,0.0
2017-01-06 21:00:00,315.0,44.25218638666344,322.2,259.2,381.6,0.0
2017-01-07 00:00:00,214.79999999999998,25.523636104599213,217.8,183.6,252.0,0.0
2017-01-07 03:00:00,175.20000000000002,15.719541978060306,171.0,158.4,201.6,0.0
2017-01-07 06:00:00,271.2,46.36412406160607,270.0,208.8,334.8,0.0
2017-01-07 09:00:00,406.8,24.309997943233135,414.0,363.6,432.0,0.0
2017-01-07 12:00:00,405.59999999999997,24.592681838303026,403.20000000000005,378.0,435.6,0.0
2017-01-07 15:00:00,361.2,19.80545379434663,358.20000000000005,342.0,392.4,0.0
2017-01-07 18:00:00,391.8,11.017803773892512,388.79999999999995,381.6,406.8,0.0
2017-01-07 21:00:00,319.8,39.725256449770086,334.8,270.0,352.8,0.0
2017-01-08 00:00:00,192.6,33.828508687200504,180.0,158.4,244.8,0.0
2017-01-08 03:00:00,198.6,38.26288018432485,196.2,154.8,248.4,0.0
2017-01-08 06:00:00,382.8,68.06444005499495,387.0,291.6,460.8,0.0
2017-01-08 09:00:00,490.20000000000005,17.98799599733111,491.4,471.6,507.6,0.0
2017-01-08 12:00:00,424.8,39.89345811032179,412.20000000000005,381.6,482.4,0.0
2017-01-08 15:00:00,360.59999999999997,10.287856919689348,361.8,345.6,374.4,0.0
2017-01-08 18:00:00,411.59999999999997,21.318161271554377,408.6,385.2,450.0,0.0
2017-01-08 21:00:00,357.59999999999997,47.30496802662489,356.4,284.4,417.6,0.0
2017-01-09 00:00:00,193.20000000000002,37.8713612113428,187.2,151.2,248.4,0.0
2017-01-09 03:00:00,198.6,45.38951420757883,189.0,151.2,277.2,0.0
2017-01-09 06:00:00,380.40000000000003,53.13710567955317,385.2,302.4,439.2,0.0
2017-01-09 09:00:00,474.59999999999997,22.70189419409756,469.79999999999995,450.0,511.2,0.0
2017-01-09 12:00:00,412.2,23.743630724891236,405.0,392.4,457.2,0.0
2017-01-09 15:00:00,370.2,15.002399808030715,363.6,356.4,392.4,0.0
2017-01-09 18:00:00,418.2,16.795713738927557,424.8,396.0,439.2,0.0
2017-01-09 21:00:00,356.40000000000003,38.43748170731272,361.79999999999995,298.8,396.0,0.0
2017-01-10 00:00:00,188.39999999999998,38.68395016024086,176.39999999999998,151.2,259.2,0.0
2017-01-10 03:00:00,204.6,41.946823479257645,203.39999999999998,158.4,259.2,0.0
2017-01-10 06:00:00,388.20000000000005,58.200618553413996,390.6,298.8,460.8,0.0
2017-01-10 09:00:00,472.8,25.114139443747614,484.2,439.2,496.8,0.0
2017-01-10 12:00:00,441.59999999999997,19.93589727100339,442.8,421.2,475.2,0.0
2017-01-10 15:00:00,386.40000000000003,10.350652153366964,385.2,370.8,403.2,0.0
2017-01-10 18:00:00,415.2,22.501199968001696,421.20000000000005,374.4,435.6,0.0
2017-01-10 21:00:00,349.2,41.42347160729046,358.20000000000005,277.2,385.2,0.0
2017-01-11 00:00:00,191.4,33.87955135476266,189.0,151.2,237.6,0.0
2017-01-11 03:00:00,202.79999999999998,45.68833549167664,199.8,151.2,270.0,0.0
2017-01-11 06:00:00,399.0,60.89926107926103,405.0,309.6,478.8,0.0
2017-01-11 09:00:00,474.0,23.625071428463446,475.20000000000005,442.8,507.6,0.0
2017-01-11 12:00:00,414.0,33.61713848619481,412.2,370.8,453.6,0.0
2017-01-11 15:00:00,384.59999999999997,15.678265210156368,379.8,370.8,414.0,0.0
2017-01-11 18:00:00,423.0,15.567658783516553,423.0,396.0,442.8,0.0
2017-01-11 21:00:00,362.40000000000003,53.95998517420108,354.6,288.0,428.4,0.0
2017-01-12 00:00:00,201.6,37.27347582396899,196.2,162.0,255.6,0.0
2017-01-12 03:00:00,217.79999999999998,56.9551402421239,194.4,165.6,302.4,0.0
2017-01-12 06:00:00,456.59999999999997,62.37114717559714,466.2,374.4,532.8,0.0
2017-01-12 09:00:00,547.8000000000001,22.006180949905872,545.4,514.8,579.6,0.0
2017-01-12 12:00:00,447.59999999999997,33.74539968647581,457.2,403.2,486.0,0.0
2017-01-12 15:00:00,407.40000000000003,21.0428135001002,406.8,381.6,439.2,0.0
2017-01-12 18:00:00,408.59999999999997,10.11849791223975,410.4,392.4,421.2,0.0
2017-01-12 21:00:00,354.59999999999997,44.89187008802372,349.2,306.0,414.0,0.0
2017-01-13 00:00:00,219.6,36.924138446279294,217.8,176.4,270.0,0.0
2017-01-13 03:00:00,189.0,28.32355909839016,178.2,158.4,234.0,0.0
2017-01-13 06:00:00,334.2,63.68711015582355,340.2,230.4,396.0,0.0
2017-01-13 09:00:00,462.0,23.515101530718525,462.6,424.8,489.6,0.0
2017-01-13 12:00:00,450.0,37.8941684167894,446.4,406.8,504.0,0.0
2017-01-13 15:00:00,405.59999999999997,13.210904586741979,408.6,381.6,417.6,0.0
2017-01-13 18:00:00,376.8,25.421880339581502,379.79999999999995,342.0,414.0,0.0
2017-01-13 21:00:00,306.59999999999997,39.59454507883626,309.6,241.2,356.4,0.0
