Timestamp,link_21_mean,link_21_std,link_21_median,link_21_min,link_21_max,label
2017-01-01 00:00:00,186.0,32.49319928846649,181.8,147.6,237.6,0.0
2017-01-01 03:00:00,196.79999999999998,34.20315774895646,196.2,151.2,241.2,0.0
2017-01-01 06:00:00,377.40000000000003,66.00545432007874,374.4,291.6,464.4,0.0
2017-01-01 09:00:00,486.0,16.57564478383872,482.4,468.0,514.8,0.0
2017-01-01 12:00:00,415.2,53.76749947691447,412.2,360.0,475.2,0.0
2017-01-01 15:00:00,352.2,14.294614370454356,360.0,327.6,363.6,0.0
2017-01-01 18:00:00,403.8,25.29410998631894,403.20000000000005,370.8,432.0,0.0
2017-01-01 21:00:00,366.0,49.079853300514266,369.0,298.8,424.8,0.0
2017-01-02 00:00:00,198.6,36.600983593340764,190.8,165.6,255.6,0.0
2017-01-02 03:00:00,201.6,43.37962655440914,194.39999999999998,154.8,262.8,0.0
2017-01-02 06:00:00,385.8,55.743842709307344,392.4,306.0,446.4,0.0
2017-01-02 09:00:00,481.2,20.065492767435355,480.6,450.0,507.6,0.0
2017-01-02 12:00:00,402.0,36.97090748142383,405.0,342.0,442.8,0.0
2017-01-02 15:00:00,366.59999999999997,16.32617530225619,367.2,342.0,388.8,0.0
2017-01-02 18:00:00,420.0,21.55996289421668,424.79999999999995,378.0,435.6,0.0
2017-01-02 21:00:00,352.8,46.15868282349487,352.79999999999995,291.6,414.0,0.0
2017-01-03 00:00:00,192.0,40.45263897448471,183.60000000000002,154.8,262.8,0.0
2017-01-03 03:00:00,208.79999999999998,49.83107464223505,201.6,151.2,284.4,0.0
2017-01-03 06:00:00,375.0,50.31850554219591,381.6,291.6,435.6,0.0
2017-01-03 09:00:00,477.0,16.847076897788543,482.4,457.2,500.4,0.0
2017-01-03 12:00:00,426.0,25.11413944374764,423.0,399.6,464.4,0.0
2017-01-03 15:00:00,388.2,8.339784169869136,385.2,381.6,403.2,0.0
2017-01-03 18:00:00,415.8,15.567658783516558,419.4,396.0,435.6,0.0
2017-01-03 21:00:00,360.0,46.938257317459055,367.20000000000005,295.2,414.0,0.0
2017-01-04 00:00:00,191.4,39.00092306599935,180.0,154.8,252.0,0.0
2017-01-04 03:00:00,203.4,46.9796551711483,201.6,151.2,273.6,0.0
2017-01-04 06:00:00,392.40000000000003,67.34983296193093,388.79999999999995,306.0,464.4,0.0
2017-01-04 09:00:00,465.59999999999997,30.348377221854882,469.8,417.6,511.2,0.0
2017-01-04 12:00:00,408.59999999999997,27.20323510173008,394.20000000000005,388.8,450.0,0.0
2017-01-04 15:00:00,379.2,22.957351763650767,390.6,342.0,396.0,0.0
2017-01-04 18:00:00,423.0,11.77590760833321,417.6,414.0,442.8,0.0
2017-01-04 21:00:00,360.59999999999997,42.0085705541143,360.0,306.0,417.6,0.0
2017-01-05 00:00:00,204.6,35.082303231116406,196.2,169.2,259.2,0.0
2017-01-05 03:00:00,226.79999999999998,53.445149452499415,214.2,169.2,302.4,0.0
