Timestamp,node_21_mean,node_21_std,node_21_median,node_21_min,node_21_max,label
2017-01-01 00:00:00,68.11683333333333,0.6635587138050967,68.2765,67.024,68.745,0.0
2017-01-01 03:00:00,67.89999999999999,0.8285621280266221,68.087,66.621,68.758,0.0
2017-01-01 06:00:00,62.353,2.3549102742992134,62.3715,59.198,65.483,0.0
2017-01-01 09:00:00,57.903,0.6244546420677801,57.688,57.159,58.759,0.0
2017-01-01 12:00:00,61.248,1.4378081930494075,61.414,59.32,63.081,0.0
2017-01-01 15:00:00,63.52516666666667,0.3335646364149963,63.583,62.943,63.908,0.0
2017-01-01 18:00:00,61.67633333333333,0.4943050340292582,61.5985,61.021,62.498,0.0
2017-01-01 21:00:00,63.679,1.5814683050886649,63.595,61.821,65.787,0.0
2017-01-02 00:00:00,67.9325,0.7617413603054499,68.15,66.706,68.699,0.0
2017-01-02 03:00:00,67.79983333333334,0.8768921066281015,68.01750000000001,66.421,68.691,0.0
2017-01-02 06:00:00,62.7225,1.9843575030724694,62.831999999999994,60.011,65.428,0.0
2017-01-02 09:00:00,59.04316666666667,0.43078645134992966,59.114999999999995,58.447,59.488,0.0
2017-01-02 12:00:00,61.64516666666666,1.2081689313447261,61.804,59.84,62.863,0.0
2017-01-02 15:00:00,62.85333333333333,0.32486407413973784,62.947500000000005,62.266,63.17,0.0
2017-01-02 18:00:00,61.01433333333333,0.47684784435568317,60.960499999999996,60.444,61.815,0.0
2017-01-02 21:00:00,63.553,1.7765536299250844,63.5415,61.369,66.023,0.0
2017-01-03 00:00:00,67.99183333333333,0.801835498507436,68.2575,66.676,68.732,0.0
2017-01-03 03:00:00,67.59216666666667,1.0222307795535523,67.823,66.018,68.621,0.0
2017-01-03 06:00:00,62.4615,2.00308110170308,62.3305,59.992,65.278,0.0
2017-01-03 09:00:00,58.93333333333334,0.5396864521800311,58.9975,58.245,59.456,0.0
2017-01-03 12:00:00,60.79566666666667,1.0025153697907405,60.8135,59.401,61.972,0.0
2017-01-03 15:00:00,62.27316666666667,0.25811115176734767,62.2845,61.892,62.636,0.0
2017-01-03 18:00:00,61.349,0.30632205274840896,61.351,60.959,61.721,0.0
2017-01-03 21:00:00,63.56550000000001,1.5403227908461257,63.5145,61.671,65.683,0.0
2017-01-04 00:00:00,67.87833333333333,0.8508343356180885,68.10249999999999,66.447,68.634,0.0
2017-01-04 03:00:00,67.629,1.0327952362399804,67.86099999999999,65.98,68.647,0.0
2017-01-04 06:00:00,62.13366666666667,2.0801475588685148,61.945,59.74,64.952,0.0
2017-01-04 09:00:00,59.3355,0.4147716239088691,59.38,58.89,59.981,0.0
2017-01-04 12:00:00,61.785,0.84199619951636,61.862,60.539,62.658,0.0
2017-01-04 15:00:00,62.598333333333336,0.3493099864971881,62.6535,62.065,62.958,0.0
2017-01-04 18:00:00,61.2275,0.39293650886625486,61.120999999999995,60.748,61.845,0.0
2017-01-04 21:00:00,63.452999999999996,1.5202293248059637,63.315,61.506,65.581,0.0
2017-01-05 00:00:00,67.776,0.7822567353497277,67.949,66.466,68.535,0.0
2017-01-05 03:00:00,67.214,1.3064662261229716,67.5375,65.094,68.526,0.0
2017-01-05 06:00:00,60.191,2.4544445400130783,60.1345,56.811,63.557,0.0
2017-01-05 09:00:00,56.37383333333333,0.7399025386269924,56.179,55.642,57.722,0.0
2017-01-05 12:00:00,60.125499999999995,1.2063473380415772,60.1905,58.532,61.673,0.0
2017-01-05 15:00:00,61.85816666666667,0.2542277850012986,61.8645,61.538,62.215,0.0
2017-01-05 18:00:00,61.53216666666666,0.20002841464818338,61.57899999999999,61.197,61.734,0.0
2017-01-05 21:00:00,63.787,1.3414778417849484,63.8315,61.864,65.501,0.0
2017-01-06 00:00:00,67.28150000000001,0.8087681373545831,67.3755,66.034,68.15,0.0
2017-01-06 03:00:00,68.00383333333333,0.47840042502768465,68.2125,67.153,68.355,0.0
2017-01-06 06:00:00,64.33933333333333,1.6940203855522709,64.44550000000001,62.031,66.509,0.0
2017-01-06 09:00:00,60.2405,0.5103303831832895,60.0835,59.701,61.176,0.0
2017-01-06 12:00:00,60.850833333333334,0.6282765049456077,60.9065,59.9,61.536,0.0
2017-01-06 15:00:00,61.601499999999994,0.1309545722760385,61.605999999999995,61.378,61.775,0.0
2017-01-06 18:00:00,62.205666666666666,0.6748628502641565,61.9615,61.47,63.293,0.0
2017-01-06 21:00:00,65.098,1.0305763436058542,65.075,63.892,66.492,0.0
2017-01-07 00:00:00,67.67,0.5037932115461699,67.73,66.9,68.247,0.0
2017-01-07 03:00:00,68.25016666666666,0.19275831153718664,68.332,67.921,68.426,0.0
2017-01-07 06:00:00,66.07283333333334,1.3173480051477153,66.172,64.215,67.638,0.0
2017-01-07 09:00:00,61.992333333333335,0.93528149060412,61.7505,60.837,63.412,0.0
2017-01-07 12:00:00,61.88883333333333,0.6484675525164423,61.65,61.29,62.814,0.0
2017-01-07 15:00:00,63.126666666666665,0.27367474612515147,63.186,62.661,63.379,0.0
2017-01-07 18:00:00,62.278999999999996,0.24255226240956623,62.230500000000006,62.046,62.629,0.0
2017-01-07 21:00:00,64.42983333333333,1.428083669350877,64.344,62.673,66.414,0.0
2017-01-08 00:00:00,68.09716666666667,0.6861732774355684,68.307,66.966,68.731,0.0
2017-01-08 03:00:00,67.84833333333334,0.8661287818024868,68.0685,66.543,68.723,0.0
2017-01-08 06:00:00,62.27733333333333,2.3686948867818916,62.3025,59.099,65.231,0.0
2017-01-08 09:00:00,57.61983333333333,0.5612986430294185,57.5415,57.001,58.635,0.0
2017-01-08 12:00:00,61.058166666666665,1.55708720586442,61.1345,58.894,62.819,0.0
2017-01-08 15:00:00,63.41583333333333,0.35878206012378205,63.503,62.743,63.762,0.0
2017-01-08 18:00:00,61.52100000000001,0.7858162635120249,61.337,60.779,62.807,0.0
2017-01-08 21:00:00,63.43033333333333,1.6637109925304538,63.284499999999994,61.449,65.77,0.0
2017-01-09 00:00:00,67.8545,0.81195412431984,68.1075,66.601,68.645,0.0
2017-01-09 03:00:00,67.78533333333333,0.8866716791838252,68.02799999999999,66.421,68.689,0.0
2017-01-09 06:00:00,62.518166666666666,2.115095971029837,62.5355,59.783,65.258,0.0
2017-01-09 09:00:00,58.74816666666666,0.4707888769572488,58.6725,58.135,59.439,0.0
2017-01-09 12:00:00,61.3385,1.219272529010637,61.428,59.741,62.992,0.0
2017-01-09 15:00:00,62.847833333333334,0.37303427009682305,62.9305,62.165,63.229,0.0
2017-01-09 18:00:00,60.839,0.49433065856772523,60.6215,60.457,61.671,0.0
2017-01-09 21:00:00,63.3475,1.755575546651299,63.174,61.129,65.801,0.0
2017-01-10 00:00:00,67.94966666666666,0.7679035529717715,68.2005,66.703,68.64,0.0
