,Timestamp,Node_21,label
0,2017-01-01 00:00:00,67.671,0.0
1,2017-01-01 00:30:00,68.115,0.0
2,2017-01-01 01:00:00,68.454,0.0
3,2017-01-01 01:30:00,68.749,0.0
4,2017-01-01 02:00:00,68.947,0.0
5,2017-01-01 02:30:00,69.003,0.0
6,2017-01-01 03:00:00,68.95,0.0
7,2017-01-01 03:30:00,68.867,0.0
8,2017-01-01 04:00:00,68.6,0.0
9,2017-01-01 04:30:00,68.358,0.0
10,2017-01-01 05:00:00,67.849,0.0
11,2017-01-01 05:30:00,67.27,0.0
12,2017-01-01 06:00:00,66.537,0.0
13,2017-01-01 06:30:00,65.67,0.0
14,2017-01-01 07:00:00,64.617,0.0
15,2017-01-01 07:30:00,63.587,0.0
16,2017-01-01 08:00:00,62.887,0.0
17,2017-01-01 08:30:00,61.946,0.0
18,2017-01-01 09:00:00,61.18,0.0
19,2017-01-01 09:30:00,60.847,0.0
20,2017-01-01 10:00:00,60.215,0.0
21,2017-01-01 10:30:00,60.46,0.0
22,2017-01-01 11:00:00,60.815,0.0
23,2017-01-01 11:30:00,61.331,0.0
24,2017-01-01 12:00:00,61.716,0.0
25,2017-01-01 12:30:00,62.678,0.0
26,2017-01-01 13:00:00,63.128,0.0
27,2017-01-01 13:30:00,63.389,0.0
28,2017-01-01 14:00:00,64.278,0.0
29,2017-01-01 14:30:00,64.553,0.0
30,2017-01-01 15:00:00,65.122,0.0
31,2017-01-01 15:30:00,65.134,0.0
32,2017-01-01 16:00:00,65.199,0.0
33,2017-01-01 16:30:00,65.137,0.0
34,2017-01-01 17:00:00,65.074,0.0
35,2017-01-01 17:30:00,64.648,0.0
36,2017-01-01 18:00:00,64.425,0.0
37,2017-01-01 18:30:00,63.915,0.0
38,2017-01-01 19:00:00,63.754,0.0
39,2017-01-01 19:30:00,63.354,0.0
40,2017-01-01 20:00:00,63.135,0.0
41,2017-01-01 20:30:00,63.298,0.0
42,2017-01-01 21:00:00,63.856,0.0
43,2017-01-01 21:30:00,63.91,0.0
44,2017-01-01 22:00:00,64.624,0.0
45,2017-01-01 22:30:00,65.4,0.0
46,2017-01-01 23:00:00,65.889,0.0
47,2017-01-01 23:30:00,66.664,0.0
48,2017-01-02 00:00:00,67.38,0.0
49,2017-01-02 00:30:00,67.96,0.0
50,2017-01-02 01:00:00,68.397,0.0
51,2017-01-02 01:30:00,68.654,0.0
52,2017-01-02 02:00:00,68.827,0.0
53,2017-01-02 02:30:00,68.958,0.0
54,2017-01-02 03:00:00,68.903,0.0
55,2017-01-02 03:30:00,68.808,0.0
56,2017-01-02 04:00:00,68.583,0.0
57,2017-01-02 04:30:00,68.171,0.0
58,2017-01-02 05:00:00,67.806,0.0
59,2017-01-02 05:30:00,67.135,0.0
60,2017-01-02 06:00:00,66.597,0.0
61,2017-01-02 06:30:00,65.726,0.0
62,2017-01-02 07:00:00,64.888,0.0
63,2017-01-02 07:30:00,63.894,0.0
64,2017-01-02 08:00:00,63.191,0.0
65,2017-01-02 08:30:00,62.418,0.0
66,2017-01-02 09:00:00,61.745,0.0
67,2017-01-02 09:30:00,61.555,0.0
68,2017-01-02 10:00:00,61.43,0.0
69,2017-01-02 10:30:00,61.284,0.0
70,2017-01-02 11:00:00,61.556,0.0
71,2017-01-02 11:30:00,61.961,0.0
72,2017-01-02 12:00:00,62.155,0.0
73,2017-01-02 12:30:00,62.667,0.0
74,2017-01-02 13:00:00,63.435,0.0
75,2017-01-02 13:30:00,63.96,0.0
76,2017-01-02 14:00:00,64.444,0.0
77,2017-01-02 14:30:00,64.45,0.0
78,2017-01-02 15:00:00,65.017,0.0
79,2017-01-02 15:30:00,64.973,0.0
80,2017-01-02 16:00:00,64.699,0.0
81,2017-01-02 16:30:00,64.737,0.0
82,2017-01-02 17:00:00,64.574,0.0
83,2017-01-02 17:30:00,63.995,0.0
84,2017-01-02 18:00:00,63.667,0.0
85,2017-01-02 18:30:00,63.689,0.0
86,2017-01-02 19:00:00,62.912,0.0
87,2017-01-02 19:30:00,62.959,0.0
88,2017-01-02 20:00:00,63.022,0.0
89,2017-01-02 20:30:00,63.04,0.0
90,2017-01-02 21:00:00,63.159,0.0
91,2017-01-02 21:30:00,63.802,0.0
92,2017-01-02 22:00:00,64.469,0.0
93,2017-01-02 22:30:00,65.508,0.0
94,2017-01-02 23:00:00,66.069,0.0
95,2017-01-02 23:30:00,66.733,0.0
96,2017-01-03 00:00:00,67.466,0.0
97,2017-01-03 00:30:00,67.989,0.0
98,2017-01-03 01:00:00,68.415,0.0
99,2017-01-03 01:30:00,68.703,0.0
100,2017-01-03 02:00:00,68.815,0.0
101,2017-01-03 02:30:00,68.891,0.0
102,2017-01-03 03:00:00,68.912,0.0
103,2017-01-03 03:30:00,68.746,0.0
104,2017-01-03 04:00:00,68.473,0.0
105,2017-01-03 04:30:00,68.049,0.0
106,2017-01-03 05:00:00,67.535,0.0
107,2017-01-03 05:30:00,66.87,0.0
108,2017-01-03 06:00:00,66.15,0.0
109,2017-01-03 06:30:00,65.392,0.0
110,2017-01-03 07:00:00,64.609,0.0
111,2017-01-03 07:30:00,63.408,0.0
112,2017-01-03 08:00:00,63.04,0.0
113,2017-01-03 08:30:00,62.181,0.0
114,2017-01-03 09:00:00,61.533,0.0
115,2017-01-03 09:30:00,61.488,0.0
116,2017-01-03 10:00:00,60.796,0.0
117,2017-01-03 10:30:00,61.446,0.0
118,2017-01-03 11:00:00,61.791,0.0
119,2017-01-03 11:30:00,61.821,0.0
120,2017-01-03 12:00:00,61.975,0.0
121,2017-01-03 12:30:00,62.666,0.0
122,2017-01-03 13:00:00,62.58,0.0
123,2017-01-03 13:30:00,63.166,0.0
124,2017-01-03 14:00:00,63.558,0.0
125,2017-01-03 14:30:00,63.951,0.0
126,2017-01-03 15:00:00,64.133,0.0
127,2017-01-03 15:30:00,64.392,0.0
128,2017-01-03 16:00:00,64.28,0.0
129,2017-01-03 16:30:00,64.562,0.0
130,2017-01-03 17:00:00,63.978,0.0
131,2017-01-03 17:30:00,64.089,0.0
132,2017-01-03 18:00:00,63.61,0.0
133,2017-01-03 18:30:00,63.176,0.0
134,2017-01-03 19:00:00,63.395,0.0
135,2017-01-03 19:30:00,63.302,0.0
136,2017-01-03 20:00:00,63.16,0.0
137,2017-01-03 20:30:00,62.823,0.0
138,2017-01-03 21:00:00,63.518,0.0
139,2017-01-03 21:30:00,64.096,0.0
140,2017-01-03 22:00:00,64.594,0.0
141,2017-01-03 22:30:00,65.402,0.0
142,2017-01-03 23:00:00,65.818,0.0
143,2017-01-03 23:30:00,66.78,0.0
144,2017-01-04 00:00:00,67.264,0.0
145,2017-01-04 00:30:00,67.869,0.0
146,2017-01-04 01:00:00,68.328,0.0
147,2017-01-04 01:30:00,68.675,0.0
148,2017-01-04 02:00:00,68.88,0.0
149,2017-01-04 02:30:00,68.94,0.0
150,2017-01-04 03:00:00,68.938,0.0
151,2017-01-04 03:30:00,68.779,0.0
152,2017-01-04 04:00:00,68.511,0.0
153,2017-01-04 04:30:00,68.053,0.0
154,2017-01-04 05:00:00,67.597,0.0
155,2017-01-04 05:30:00,67.035,0.0
156,2017-01-04 06:00:00,66.062,0.0
157,2017-01-04 06:30:00,65.224,0.0
158,2017-01-04 07:00:00,64.3,0.0
159,2017-01-04 07:30:00,63.553,0.0
160,2017-01-04 08:00:00,62.492,0.0
161,2017-01-04 08:30:00,62.297,0.0
162,2017-01-04 09:00:00,61.701,0.0
163,2017-01-04 09:30:00,61.433,0.0
164,2017-01-04 10:00:00,61.694,0.0
165,2017-01-04 10:30:00,61.68,0.0
166,2017-01-04 11:00:00,61.987,0.0
167,2017-01-04 11:30:00,62.375,0.0
168,2017-01-04 12:00:00,62.513,0.0
169,2017-01-04 12:30:00,63.144,0.0
170,2017-01-04 13:00:00,63.803,0.0
171,2017-01-04 13:30:00,64.213,0.0
172,2017-01-04 14:00:00,64.464,0.0
173,2017-01-04 14:30:00,64.446,0.0
174,2017-01-04 15:00:00,64.555,0.0
